,Date,MT daily cases,NC daily cases,MT daily death,NC daily death,MT cumalative cases,NC cumalative cases,MT cumalative death,NC cumalative death
44,3/6/2020,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
45,3/7/2020,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
46,3/8/2020,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
47,3/9/2020,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
48,3/10/2020,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0
49,3/11/2020,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
50,3/12/2020,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
51,3/13/2020,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0
52,3/14/2020,2.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0
53,3/15/2020,0.0,1.0,0.0,0.0,2.0,5.0,0.0,0.0
54,3/16/2020,2.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0
55,3/17/2020,1.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0
56,3/18/2020,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0
57,3/19/2020,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0
58,3/20/2020,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0
59,3/21/2020,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0
60,3/22/2020,7.0,72.0,0.0,4.0,12.0,77.0,0.0,4.0
61,3/23/2020,11.0,34.0,0.0,4.5,23.0,111.0,0.0,8.5
62,3/24/2020,6.0,103.0,0.0,4.75,29.0,214.0,0.0,13.25
63,3/25/2020,14.0,103.0,0.0,1.0,43.0,317.0,0.0,14.25
64,3/26/2020,24.0,127.0,0.0,4.875,67.0,444.0,0.0,19.125
65,3/27/2020,31.0,141.0,0.0,2.0,98.0,585.0,0.0,21.125
66,3/28/2020,27.0,166.0,1.0,1.0,125.0,751.0,1.0,22.125
67,3/29/2020,14.0,234.0,0.0,4.9375,139.0,985.0,1.0,27.0625
